year,source,target,id,type,citationcount,count
1999,Catherine Plaisant,Ben Shneiderman,53e9ae4eb7602d970386926f,Co-co-author,163.0,1
1999,Catherine Plaisant,Ben Shneiderman,53e9bda5b7602d9704a51397,Co-co-author,96.0,1
1999,Catherine Plaisant,Gary Rubloff,53e9bda5b7602d9704a51397,Co-co-author,96.0,1
1999,Catherine Plaisant,Khoa Doan,53e9ae4eb7602d970386926f,Co-co-author,163.0,1
1999,Catherine Plaisant,Richard Salter,53e9bda5b7602d9704a51397,Co-co-author,96.0,1
1999,Catherine Plaisant,Tom Bruns,53e9ae4eb7602d970386926f,Co-co-author,163.0,1
1999,Han-Wei Shen,Kwan-Liu Ma,53e9adaab7602d97037a6f8c,Co-co-author,279.0,1
1999,Han-Wei Shen,Ling-Jen Chiang,53e9adaab7602d97037a6f8c,Co-co-author,279.0,1
1999,J. Edward Swan II,David H. Laidlaw,53e9b45eb7602d9703f5cf3f,Co-co-author,7.0,1
1999,J. Edward Swan II,Tamara Munzner,53e9b45eb7602d9703f5cf3f,Co-co-author,7.0,1
1999,J. Edward Swan II,Theresa-Marie Rhyne,53e9b45eb7602d9703f5cf3f,Co-co-author,7.0,1
1999,J. Edward Swan II,Victoria Interrante,53e9b45eb7602d9703f5cf3f,Co-co-author,7.0,1
1999,Jean C. Scholtz,Ben Shneiderman,573696e36e3b12023e5e2c20,Co-co-author,0.0,1
1999,Jean C. Scholtz,Cathleen Wharton,573696e36e3b12023e5e2c20,Co-co-author,0.0,1
1999,Jean C. Scholtz,Dan R. Olsen Jr.,573696e36e3b12023e5e2c20,Co-co-author,0.0,1
1999,Jean C. Scholtz,David G. Novick,573696e36e3b12023e5e2c20,Co-co-author,0.0,1
1999,Jean C. Scholtz,Michael Muller,573696e36e3b12023e5e2c20,Co-co-author,0.0,1
1999,Jean Scholtz,Ben Shneiderman,53e9ac2eb7602d97035f195f,Co-co-author,3.0,1
1999,Jean Scholtz,Ben Shneiderman,53e9ae0cb7602d970381a298,Co-co-author,10.0,1
1999,Jean Scholtz,Cathleen Wharton,53e9ae0cb7602d970381a298,Co-co-author,10.0,1
1999,Jean Scholtz,"Dan R. Olsen, Jr.",53e9ae0cb7602d970381a298,Co-co-author,10.0,1
1999,Jean Scholtz,David Novick,53e9ae0cb7602d970381a298,Co-co-author,10.0,1
1999,Jean Scholtz,Michael Muller,53e9ae0cb7602d970381a298,Co-co-author,10.0,1
1999,Jeff A. Johnson,Austin Henderson,573696e46e3b12023e5e3244,Co-co-author,1.0,1
1999,Jeff A. Johnson,Barbara Simons,573696e46e3b12023e5e3244,Co-co-author,1.0,1
1999,Jeff A. Johnson,Ben Shneiderman,573696e46e3b12023e5e3244,Co-co-author,1.0,1
1999,Jeff A. Johnson,Elliot Soloway,573696e46e3b12023e5e3244,Co-co-author,1.0,1
1999,Kwan-Liu Ma,Bernd Hamann,53e9b2c6b7602d9703d6dd36,Co-co-author,1.0,1
1999,Kwan-Liu Ma,Christopher Johnson,53e9b2c6b7602d9703d6dd36,Co-co-author,1.0,1
1999,Kwan-Liu Ma,Frits H. Post,53e998f0b7602d970212ddd5,Co-co-author,2.0,1
1999,Kwan-Liu Ma,John Van Rosendale,53e9b2c6b7602d9703d6dd36,Co-co-author,1.0,1
1999,Kwan-Liu Ma,Mike Krogh,53e9b2c6b7602d9703d6dd36,Co-co-author,1.0,1
1999,Kwan-Liu Ma,Philip Heermann,53e9b2c6b7602d9703d6dd36,Co-co-author,1.0,1
1999,Kwan-Liu Ma,Stephen Eick,53e9b2c6b7602d9703d6dd36,Co-co-author,1.0,1
1999,Ming Wan,Arie Kaufman,53e9b808b7602d97043beeb0,Co-co-author,30.0,1
1999,Ming Wan,Huamin Qu,53e9b808b7602d97043beeb0,Co-co-author,30.0,1
1999,Stephan Greene,Ben Shneiderman,53e9bd17b7602d970499f6c6,Co-co-author,48.0,1
1999,Stephan Greene,Catherine Plaisant,53e9bd17b7602d970499f6c6,Co-co-author,48.0,1
1999,Stephan Greene,Egemen Tanin,53e9bd17b7602d970499f6c6,Co-co-author,48.0,1
1999,Stephan Greene,Gene Major,53e9bd17b7602d970499f6c6,Co-co-author,48.0,1
1999,Stephan Greene,Lola Olsen,53e9bd17b7602d970499f6c6,Co-co-author,48.0,1
1999,Stephan Greene,Steve Johns,53e9bd17b7602d970499f6c6,Co-co-author,48.0,1
1999,Tamara Munzner,Francois Guimbretiere,558a98ade4b031bae1f88e78,Co-co-author,51.0,1
1999,Tamara Munzner,George Robertson,558a98ade4b031bae1f88e78,Co-co-author,51.0,1
1999,Zhijun Zhang,Ben Shneiderman,53e9a7ffb7602d9703143460,Co-co-author,125.0,1
1999,Zhijun Zhang,Victor R. Basili,53e9a7ffb7602d9703143460,Co-co-author,125.0,1
2000,Anne Rose,Ben Shneiderman,573696e56e3b12023e5e42b8,Co-co-author,6.0,1
2000,Anne Rose,Catherine Plaisant,573696e56e3b12023e5e42b8,Co-co-author,6.0,1
2000,Anne Rose,Gary Rubloff,573696e56e3b12023e5e42b8,Co-co-author,6.0,1
2000,Anne Rose,N. Kositsyna,573696e56e3b12023e5e42b8,Co-co-author,6.0,1
2000,Anne Rose,Richard M. Salter,573696e56e3b12023e5e42b8,Co-co-author,6.0,1
2000,Anne Rose,S. Keswani,573696e56e3b12023e5e42b8,Co-co-author,6.0,1
2000,Ben Shneiderman,Anne Rose,53e9bc9db7602d970491d5ef,Co-co-author,247.0,1
2000,Ben Shneiderman,David Feldman,53e9bc9db7602d970491d5ef,Co-co-author,247.0,1
2000,Ben Shneiderman,Tom Hewett,53e9990db7602d970214c1f7,Co-co-author,3.0,1
2000,Ben Shneiderman,Xavier Ferré Grau,53e9bc9db7602d970491d5ef,Co-co-author,247.0,1
2000,Chris North,Ben Shneiderman,53e99997b7602d97021d89db,Co-co-author,424.0,1
2000,Chris North,Ben Shneiderman,53e9a50eb7602d9702e2f846,Co-co-author,251.0,1
2000,David L. Kao,Kwan-Liu Ma,53e9a84eb7602d9703196540,Co-co-author,3.0,1
2000,Egemen Tanin,Amnon Lotem,5550408b45ce0a409eb34f3f,Co-co-author,39.0,1
2000,Egemen Tanin,Ben Shneiderman,5550408b45ce0a409eb34f3f,Co-co-author,39.0,1
2000,Egemen Tanin,Catherine Plaisant,5550408b45ce0a409eb34f3f,Co-co-author,39.0,1
2000,Egemen Tanin,Ihab Haddadin,5550408b45ce0a409eb34f3f,Co-co-author,39.0,1
2000,Egemen Tanin,Laura A. Slaughter,5550408b45ce0a409eb34f3f,Co-co-author,39.0,1
2000,Elizabeth Dykstra-Erickson,Allison Druin,53e9ae8ab7602d97038abd71,Co-co-author,5.0,1
2000,Elizabeth Dykstra-Erickson,Ben Shneiderman,53e9ae8ab7602d97038abd71,Co-co-author,5.0,1
2000,Gary Marchionini,Ben Shneiderman,53e9b8e8b7602d97044cb100,Co-co-author,18.0,1
2000,Gary Marchionini,Liz Liddy,53e9b8e8b7602d97044cb100,Co-co-author,18.0,1
2000,Gary Marchionini,carol a hert,53e9b8e8b7602d97044cb100,Co-co-author,18.0,1
2000,Gregory L. Schussman,David P. Schissel,53e9ba11b7602d9704611ba1,Co-co-author,20.0,1
2000,Gregory L. Schussman,Kwan-Liu Ma,53e9ba11b7602d9704611ba1,Co-co-author,20.0,1
2000,Gregory L. Schussman,Todd Evans,53e9ba11b7602d9704611ba1,Co-co-author,20.0,1
2000,Harry Hochheiser,Ben Shneiderman,53e9be35b7602d9704af43e7,Co-co-author,77.0,1
2000,Huamin Qu,Arie Kaufman,53e9b4dfb7602d9704002758,Co-co-author,38.0,1
2000,Huamin Qu,Jiafa Qin,53e9b4dfb7602d9704002758,Co-co-author,38.0,1
2000,Huamin Qu,Ming Wan,53e9b4dfb7602d9704002758,Co-co-author,38.0,1
2000,Hyunmo Kang,Ben Shneiderman,53e9af00b7602d97039328b8,Co-co-author,256.0,1
2000,John Gehl,Ben Shneiderman,53e9b9c1b7602d97045b7d0b,Co-co-author,0.0,1
2000,Kevin Christian,Adel Youssef,53e9a8ccb7602d970321d52b,Co-co-author,121.0,1
2000,Kevin Christian,Ben Shneiderman,53e9a8ccb7602d970321d52b,Co-co-author,121.0,1
2000,Kevin Christian,Bill Kules,53e9a8ccb7602d970321d52b,Co-co-author,121.0,1
2000,Kirsten Risden,Daniel B. Cook,53e9a832b7602d970317a15b,Co-co-author,181.0,1
2000,Kirsten Risden,Mary P. Czerwinski,53e9a832b7602d970317a15b,Co-co-author,181.0,1
2000,Kirsten Risden,Tamara Munzner,53e9a832b7602d970317a15b,Co-co-author,181.0,1
2000,Maneesh Agrawala,Denis Zorin,53e997ecb7602d9701fe977b,Co-co-author,162.0,1
2000,Maneesh Agrawala,Tamara Munzner,53e997ecb7602d9701fe977b,Co-co-author,162.0,1
2000,Ming Wan,Arie Kaufman,558aa405e4b0b32fcb37ff5b,Co-co-author,24.0,1
2000,Ming Wan,Huamin Qu,558aa405e4b0b32fcb37ff5b,Co-co-author,24.0,1
2000,Ming Wan,Nan Zhang,558aa405e4b0b32fcb37ff5b,Co-co-author,24.0,1
2000,Stephan Greene,Ben Shneiderman,53e99d65b7602d9702622034,Co-co-author,206.0,1
2000,Stephan Greene,Catherine Plaisant,53e99d65b7602d9702622034,Co-co-author,206.0,1
2000,Stephan Greene,Gary Marchionini,53e99d65b7602d9702622034,Co-co-author,206.0,1
2000,T. J. Jankun-Kelly,Kwan-Liu Ma,53e9bb1cb7602d9704757b0e,Co-co-author,72.0,1
2001,Ben Shneiderman,Harry Hochheiser,53e9b4a5b7602d9703fb5052,Co-co-author,81.0,1
2001,Ben Shneiderman,Martin Wattenberg,53e99838b7602d9702061af7,Co-co-author,364.0,1
2001,Chris North,Ben Shneiderman,53e99e54b7602d970271766b,Co-co-author,19.0,1
2001,Eric B. Lum,Kwan-Liu Ma,53e9a8b7b7602d97032050ba,Co-co-author,74.0,1
2001,Gunther H. Weber,Bernd Hamann,53e9a9d8b7602d9703338a78,Co-co-author,49.0,1
2001,Gunther H. Weber,Hans Hagen,53e9a9d8b7602d9703338a78,Co-co-author,49.0,1
2001,Gunther H. Weber,John Shalf,53e9a9d8b7602d9703338a78,Co-co-author,49.0,1
2001,Gunther H. Weber,Kenneth I. Joy,53e9a9d8b7602d9703338a78,Co-co-author,49.0,1
2001,Gunther H. Weber,Kwan-Liu Ma,53e9a9d8b7602d9703338a78,Co-co-author,49.0,1
2001,Gunther H. Weber,Oliver Kreylos,53e9a9d8b7602d9703338a78,Co-co-author,49.0,1
2001,Gunther H. Weber,Terry J. Ligocki,53e9a9d8b7602d9703338a78,Co-co-author,49.0,1
2001,Harry Hochheiser,Ben Shneiderman,53e99f8db7602d9702862b4f,Co-co-author,32.0,1
2001,Harry Hochheiser,Ben Shneiderman,53e9be0fb7602d9704ac5ce2,Co-co-author,81.0,1
2001,James Eagan,James A. Jones,53e9ad72b7602d9703761360,Co-co-author,31.0,1
2001,James Eagan,John Stasko,53e9ad72b7602d9703761360,Co-co-author,31.0,1
2001,James Eagan,Mary Jean Harrold,53e9ad72b7602d9703761360,Co-co-author,31.0,1
2001,Jeremy S. Meredith,Kwan-Liu Ma,53e9b6bfb7602d97042463b0,Co-co-author,51.0,1
2001,Jiafa Qin,Arie Kaufman,53e9bae6b7602d9704712493,Co-co-author,1.0,1
2001,Jiafa Qin,Huamin Qu,53e9bae6b7602d9704712493,Co-co-author,1.0,1
2001,Jiafa Qin,Ming Wan,53e9bae6b7602d9704712493,Co-co-author,1.0,1
2001,John Stasko,Mark Guzdial,53e9b091b7602d9703af8601,Co-co-author,26.0,1
2001,John Stasko,Mike Clancy,53e9b091b7602d9703af8601,Co-co-author,26.0,1
2001,John Stasko,Nell Dale,53e9b091b7602d9703af8601,Co-co-author,26.0,1
2001,John Stasko,Sally Fincher,53e9b091b7602d9703af8601,Co-co-author,26.0,1
2001,Kwan-Liu Ma,Steven Parker,53e9bd38b7602d97049c9354,Co-co-author,67.0,1
2001,Lida Tang,Ben Shneiderman,53e99fbcb7602d9702894bf6,Co-co-author,9.0,1
2001,Makoto Konishi,Ben Shneiderman,53e9ab3eb7602d97034ce857,Co-co-author,1.0,1
2001,Makoto Konishi,Catherine Plaisant,53e9ab3eb7602d97034ce857,Co-co-author,1.0,1
2001,Shigeru Muraki,Kagenori Kajihara,53e9bb8cb7602d97047d1cc5,Co-co-author,89.0,1
2001,Shigeru Muraki,Kazuro Shimokawa,53e9bb8cb7602d97047d1cc5,Co-co-author,89.0,1
2001,Shigeru Muraki,Kenji Koshizuka,53e9bb8cb7602d97047d1cc5,Co-co-author,89.0,1
2001,Shigeru Muraki,Kwan-Liu Ma,53e9bb8cb7602d97047d1cc5,Co-co-author,89.0,1
2001,Shigeru Muraki,Masato Ogata,53e9bb8cb7602d97047d1cc5,Co-co-author,89.0,1
2001,Shigeru Muraki,Xuezhen Liu,53e9bb8cb7602d97047d1cc5,Co-co-author,89.0,1
2001,Shigeru Muraki,Yasutada Nagano,53e9bb8cb7602d97047d1cc5,Co-co-author,89.0,1
2001,T. J. Jankun-Kelly,Kwan-Liu Ma,53e99efab7602d97027c524d,Co-co-author,152.0,1
2001,T. J. Jankun-Kelly,Kwan-Liu Ma,53e9a291b7602d9702b983f2,Co-co-author,69.0,1
2002,Aleksander Stompel,Eric B. Lum,53e9ab49b7602d97034ddb1d,Co-co-author,36.0,1
2002,Aleksander Stompel,Kwan-Liu Ma,53e9ab49b7602d97034ddb1d,Co-co-author,36.0,1
2002,Ben Shneiderman,Anne Rose,53e9ae1cb7602d970382cf94,Co-co-author,25.0,1
2002,Ben Shneiderman,Bill Kules,53e9ae1cb7602d970382cf94,Co-co-author,25.0,1
2002,Ben Shneiderman,Catherine Plaisant,53e9ae1cb7602d970382cf94,Co-co-author,25.0,1
2002,Ben Shneiderman,Donald A. Norman,53e9b745b7602d97042de9fd,Co-co-author,29.0,1
2002,Ben Shneiderman,Hyunmo Kang,53e9ae1cb7602d970382cf94,Co-co-author,25.0,1
2002,Ben Shneiderman,M. Mitchell Waldrop,53e9b745b7602d97042de9fd,Co-co-author,29.0,1
2002,Ben Shneiderman,Marilyn Tremaine,53e9b745b7602d97042de9fd,Co-co-author,29.0,1
2002,Ben Shneiderman,Richesh Rucheir,53e9ae1cb7602d970382cf94,Co-co-author,25.0,1
2002,Ben Shneiderman,Stuart Card,53e9b745b7602d97042de9fd,Co-co-author,29.0,1
2002,Benjamin B. Bederson,Ben Shneiderman,53e9a1fab7602d9702afcdf2,Co-co-author,750.0,1
2002,Benjamin B. Bederson,Martin Wattenberg,53e9a1fab7602d9702afcdf2,Co-co-author,750.0,1
2002,Brett Wilson,Eric B. Lum,53e99a92b7602d9702307e41,Co-co-author,41.0,1
2002,Brett Wilson,Ji Qiang,53e99f20b7602d97027eefe0,Co-co-author,10.0,1
2002,Brett Wilson,Kwan-Liu Ma,53e99a92b7602d9702307e41,Co-co-author,41.0,1
2002,Brett Wilson,Kwan-Liu Ma,53e99f20b7602d97027eefe0,Co-co-author,10.0,1
2002,Brett Wilson,Kwan-Liu Ma,53e99f4fb7602d970281d970,Co-co-author,33.0,1
2002,Brett Wilson,Patrick S. McCormick,53e99f4fb7602d970281d970,Co-co-author,33.0,1
2002,Brett Wilson,Robert Ryne,53e99f20b7602d97027eefe0,Co-co-author,10.0,1
2002,Dugald Ralph Hutchings,John Stasko,53e9ae63b7602d97038818e0,Co-co-author,36.0,1
2002,Eamonn J. Keogh,Ben Shneiderman,53e9b196b7602d9703c20cdf,Co-co-author,54.0,1
2002,Eamonn J. Keogh,Harry Hochheiser,53e9b196b7602d9703c20cdf,Co-co-author,54.0,1
2002,Eric B. Lum,Aleksander Stompel,558a2ca2e4b031bae1f61a45,Co-co-author,46.0,1
2002,Eric B. Lum,Aleksander Stompel,573696d46e3b12023e5d4a5d,Co-co-author,0.0,1
2002,Eric B. Lum,John Clyne,557e1d19d19faf961d167141,Co-co-author,94.0,1
2002,Eric B. Lum,Kwan-Liu Ma,53e9bbbbb7602d9704804354,Co-co-author,123.0,1
2002,Eric B. Lum,Kwan-Liu Ma,557e1d19d19faf961d167141,Co-co-author,94.0,1
2002,Eric B. Lum,Kwan-Liu Ma,558a2ca2e4b031bae1f61a45,Co-co-author,46.0,1
2002,Eric B. Lum,Kwan-Liu Ma,573696d46e3b12023e5d4a5d,Co-co-author,0.0,1
2002,Frankie James,Ben Shneiderman,53e9a8beb7602d970321169e,Co-co-author,8.0,1
2002,Frankie James,Bernhard Suhm,53e9a8beb7602d970321169e,Co-co-author,8.0,1
2002,Frankie James,Bruce Balentine,53e9a8beb7602d970321169e,Co-co-author,8.0,1
2002,Frankie James,Clifford Nass,53e9a8beb7602d970321169e,Co-co-author,8.0,1
2002,Frankie James,Jennifer Lai,53e9a8beb7602d970321169e,Co-co-author,8.0,1
2002,Frankie James,John Makhoul,53e9a8beb7602d970321169e,Co-co-author,8.0,1
2002,Greg Schussman,Kwan-Liu Ma,53e99c52b7602d97025021a3,Co-co-author,18.0,1
2002,Harry Hochheiser,Ben Shneiderman,53e9b206b7602d9703c9d05b,Co-co-author,19.0,1
2002,Hyunmo Kang,Ben Shneiderman,53e9adbcb7602d97037bcbeb,Co-co-author,11.0,1
2002,Hyunmo Kang,Gregory J Wolff,53e9adbcb7602d97037bcbeb,Co-co-author,11.0,1
2002,Ikuko Takanashi,Eric B. Lum,53e9b4abb7602d9703fbcc8a,Co-co-author,38.0,1
2002,Ikuko Takanashi,Kwan-Liu Ma,53e9b4abb7602d9703fbcc8a,Co-co-author,38.0,1
2002,Ikuko Takanashi,Shigeru Muraki,53e9b4abb7602d9703fbcc8a,Co-co-author,38.0,1
2002,James A. Jones,John Stasko,53e9a69fb7602d9702fd26da,Co-co-author,1419.0,1
2002,James A. Jones,Mary Jean Harrold,53e9a69fb7602d9702fd26da,Co-co-author,1419.0,1
2002,Jean Scholtz,Alan Wexelblat,53e9af7bb7602d97039c39ad,Co-co-author,7.0,1
2002,Jean Scholtz,Ben Shneiderman,53e9af7bb7602d97039c39ad,Co-co-author,7.0,1
2002,Jean Scholtz,Jeff Johnson,53e9af7bb7602d97039c39ad,Co-co-author,7.0,1
2002,Jean Scholtz,Jonathon Phillips,53e9af7bb7602d97039c39ad,Co-co-author,7.0,1
2002,Jean Scholtz,Marcus Gosling,53e9af7bb7602d97039c39ad,Co-co-author,7.0,1
2002,Jean Scholtz,Peter Hope-Tindall,53e9af7bb7602d97039c39ad,Co-co-author,7.0,1
2002,Jinwook Seo,Ben Shneiderman,53e9a914b7602d97032652c4,Co-co-author,400.0,1
2002,Kwan-Liu Ma,Brett Wilson,53e9ba85b7602d97046ab17c,Co-co-author,42.0,1
2002,Kwan-Liu Ma,Greg Schussman,53e9ba85b7602d97046ab17c,Co-co-author,42.0,1
2002,Kwan-Liu Ma,Ji Qiang,53e9ba85b7602d97046ab17c,Co-co-author,42.0,1
2002,Kwan-Liu Ma,Kwok Ko,53e9ba85b7602d97046ab17c,Co-co-author,42.0,1
2002,Kwan-Liu Ma,robert d ryne,53e9ba85b7602d97046ab17c,Co-co-author,42.0,1
2002,Soon Tee Teoh,Kwan-Liu Ma,53e9a540b7602d9702e63623,Co-co-author,114.0,1
2002,T. J. Jankun-Kelly,Kwan-Liu Ma,573696d46e3b12023e5d403d,Co-co-author,1.0,1
2002,Todd Miller,John Stasko,53e99cafb7602d9702562c5a,Co-co-author,74.0,1
2003,Aleksander Stompel,Eric B. Lum,53e9b2b8b7602d9703d65804,Co-co-author,119.0,1
2003,Aleksander Stompel,James Ahrens,53e9b2b8b7602d9703d65804,Co-co-author,119.0,1
2003,Aleksander Stompel,John Patchett,53e9b2b8b7602d9703d65804,Co-co-author,119.0,1
2003,Aleksander Stompel,Kwan-Liu Ma,53e9b2b8b7602d9703d65804,Co-co-author,119.0,1
2003,Bill Kules,Ben Shneiderman,53e9b421b7602d9703f173ba,Co-co-author,12.0,1
2003,Carol A. Hert,Ben Shneiderman,53e99f8db7602d970286336b,Co-co-author,35.0,1
2003,Carol A. Hert,Elizabeth D. Liddy,53e99f8db7602d970286336b,Co-co-author,35.0,1
2003,Carol A. Hert,Gary Marchionini,53e99f8db7602d970286336b,Co-co-author,35.0,1
2003,Christoph Csallner,John Stasko,53e9bb3db7602d970477cf5e,Co-co-author,30.0,1
2003,Christoph Csallner,Marcus Handte,53e9bb3db7602d970477cf5e,Co-co-author,30.0,1
2003,Christoph Csallner,Othmar Lehmann,53e9bb3db7602d970477cf5e,Co-co-author,30.0,1
2003,Eric B. Lum,Aleksander Stompel,53e9b174b7602d9703bfa4bf,Co-co-author,39.0,1
2003,Eric B. Lum,Kwan-Liu Ma,53e9b174b7602d9703bfa4bf,Co-co-author,39.0,1
2003,Erica Newcomb,John Stasko,53e9a46bb7602d9702d879c9,Co-co-author,138.0,1
2003,Erica Newcomb,Toni Pashley,53e9a46bb7602d9702d879c9,Co-co-author,138.0,1
2003,Evan Golub,Ben Shneiderman,53e99998b7602d97021de4a5,Co-co-author,26.0,1
2003,Fan-Yin Tzeng,Eric B. Lum,53e99e8cb7602d9702755498,Co-co-author,193.0,1
2003,Fan-Yin Tzeng,Kwan-Liu Ma,53e99e8cb7602d9702755498,Co-co-author,193.0,1
2003,Gabriel G. Rosa,Eric B. Lum,53e9a2ebb7602d9702bf2bc5,Co-co-author,11.0,1
2003,Gabriel G. Rosa,Kenji Ono,53e9a2ebb7602d9702bf2bc5,Co-co-author,11.0,1
2003,Gabriel G. Rosa,Kwan-Liu Ma,53e9a2ebb7602d9702bf2bc5,Co-co-author,11.0,1
2003,Gary Marchionini,Ben Shneiderman,53e9b593b7602d97040d5df6,Co-co-author,22.0,1
2003,Gary Marchionini,Carol Hert,53e9b593b7602d97040d5df6,Co-co-author,22.0,1
2003,Gary Marchionini,Catherine Plaisant,53e9b593b7602d97040d5df6,Co-co-author,22.0,1
2003,Gary Marchionini,Stephanie Haas,53e9b593b7602d97040d5df6,Co-co-author,22.0,1
2003,Georges G. Grinstein,Alfred Kobsa,599c7eff601a182cd28e1385,Co-co-author,0.0,1
2003,Georges G. Grinstein,Ben Shneiderman,599c7eff601a182cd28e1385,Co-co-author,0.0,1
2003,Georges G. Grinstein,Catherine Plaisant,599c7eff601a182cd28e1385,Co-co-author,0.0,1
2003,Georges G. Grinstein,John T. Stasko,599c7eff601a182cd28e1385,Co-co-author,0.0,1
2003,Haixia Zhao,Ben Shneiderman,53e9aa3bb7602d97033aa7e3,Co-co-author,9.0,1
2003,Haixia Zhao,Catherine Plaisant,53e9aa3bb7602d97033aa7e3,Co-co-author,9.0,1
2003,Huamin Qu,Ankush Kumar,53e9a37ab7602d9702c86b93,Co-co-author,11.0,1
2003,Huamin Qu,Arie E. Kaufman,53e99b0ab7602d970239a69d,Co-co-author,36.0,1
2003,Huamin Qu,Arie Kaufman,53e9a37ab7602d9702c86b93,Co-co-author,11.0,1
2003,Huamin Qu,Feng Qiu,53e99b0ab7602d970239a69d,Co-co-author,36.0,1
2003,Huamin Qu,Ming Wan,53e99b0ab7602d970239a69d,Co-co-author,36.0,1
2003,Huamin Qu,Nan Zhang,53e99b0ab7602d970239a69d,Co-co-author,36.0,1
2003,Huamin Qu,Ran Shao,53e9a37ab7602d9702c86b93,Co-co-author,11.0,1
2003,Hyunmo Kang,Ben Shneiderman,53e99cafb7602d97025637d6,Co-co-author,83.0,1
2003,Hyunmo Kang,Ben Shneiderman,53e99e13b7602d97026d7950,Co-co-author,22.0,1
2003,Hyunmo Kang,Ben Shneiderman,53e9a77bb7602d97030b4e73,Co-co-author,31.0,1
2003,Hyunmo Kang,Catherine Plaisant,53e99cafb7602d97025637d6,Co-co-author,83.0,1
2003,Hyunmo Kang,Catherine Plaisant,53e9a77bb7602d97030b4e73,Co-co-author,31.0,1
2003,Jonathan Lazar,Adam Jones,53e9ab7db7602d9703521cc0,Co-co-author,19.0,1
2003,Jonathan Lazar,Ben Shneiderman,53e9ab7db7602d9703521cc0,Co-co-author,19.0,1
2003,Jonathan Lazar,Irina Ceaparu,53e9ab7db7602d9703521cc0,Co-co-author,19.0,1
2003,Jonathan Lazar,Katie Bessière,53e9ab7db7602d9703521cc0,Co-co-author,19.0,1
2003,Kwan-Liu Ma,Aleksander Stompel,53e99f20b7602d97027f03bc,Co-co-author,48.0,1
2003,Kwan-Liu Ma,Eric B. Lum,53e9aaecb7602d970346b2d6,Co-co-author,22.0,1
2003,Kwan-Liu Ma,Eui Joong Kim,53e99f20b7602d97027f03bc,Co-co-author,48.0,1
2003,Kwan-Liu Ma,Jacobo Bielak,53e99f20b7602d97027f03bc,Co-co-author,48.0,1
2003,Kwan-Liu Ma,Omar Ghattas,53e99f20b7602d97027f03bc,Co-co-author,48.0,1
2003,Kwan-Liu Ma,Shigeru Muraki,53e9aaecb7602d970346b2d6,Co-co-author,22.0,1
2003,Masato Ogata,Kwan-Liu Ma,53e9a472b7602d9702d91da3,Co-co-author,21.0,1
2003,Masato Ogata,Shigeru Muraki,53e9a472b7602d9702d91da3,Co-co-author,21.0,1
2003,Masato Ogata,Xuezhen Liu,53e9a472b7602d9702d91da3,Co-co-author,21.0,1
2003,Runzhen Huang,Kwan-Liu Ma,53e9aca1b7602d970367ddb2,Co-co-author,66.0,1
2003,Runzhen Huang,Kwan-Liu Ma,53e9b885b7602d9704458157,Co-co-author,115.0,1
2003,Runzhen Huang,Patrick McCormick,53e9aca1b7602d970367ddb2,Co-co-author,66.0,1
2003,Runzhen Huang,William Ward,53e9aca1b7602d970367ddb2,Co-co-author,66.0,1
2003,Shigeru Muraki,Eric. B. Lum,53e9bb29b7602d9704768755,Co-co-author,63.0,1
2003,Shigeru Muraki,Kwan-Liu Ma,53e9bb29b7602d9704768755,Co-co-author,63.0,1
2003,Shigeru Muraki,Masato Ogata,53e9bb29b7602d9704768755,Co-co-author,63.0,1
2003,Shigeru Muraki,Xuezhen Liu,53e9bb29b7602d9704768755,Co-co-author,63.0,1
2003,Soon Tee Teoh,Kwan-Liu Ma,53e9aa8eb7602d970340aa1e,Co-co-author,56.0,1
2003,Soon Tee Teoh,Kwan-Liu Ma,53e9bafbb7602d970472fbe3,Co-co-author,89.0,1
2003,Soon Tee Teoh,S. Felix Wu,53e9aa8eb7602d970340aa1e,Co-co-author,56.0,1
2003,T. J. Jankun-Kelly,Bernd Hamann,53e9b6abb7602d9704225f4e,Co-co-author,61.0,1
2003,T. J. Jankun-Kelly,E. Wes Bethel,53e9b6abb7602d9704225f4e,Co-co-author,61.0,1
2003,T. J. Jankun-Kelly,John Shalf,53e9b6abb7602d9704225f4e,Co-co-author,61.0,1
2003,T. J. Jankun-Kelly,Kenneth I. Joy,53e9b6abb7602d9704225f4e,Co-co-author,61.0,1
2003,T. J. Jankun-Kelly,Kwan-Liu Ma,53e9a216b7602d9702b1a0d5,Co-co-author,156.0,1
2003,T. J. Jankun-Kelly,Kwan-Liu Ma,53e9b6abb7602d9704225f4e,Co-co-author,61.0,1
2003,T. J. Jankun-Kelly,Oliver Kreylos,53e9b6abb7602d9704225f4e,Co-co-author,61.0,1
2003,Tamara Munzner,François Guimbretière,53e9992ab7602d9702163ad0,Co-co-author,485.0,1
2003,Tamara Munzner,François Guimbretière,6363766390e50fcafd2473bb,Co-co-author,0.0,1
2003,Tamara Munzner,Li Zhang,53e9992ab7602d9702163ad0,Co-co-author,485.0,1
2003,Tamara Munzner,Li Zhang,6363766390e50fcafd2473bb,Co-co-author,0.0,1
2003,Tamara Munzner,Serdar Tasiran,53e9992ab7602d9702163ad0,Co-co-author,485.0,1
2003,Tamara Munzner,Serdar Tasiran,6363766390e50fcafd2473bb,Co-co-author,0.0,1
2003,Tamara Munzner,Yunhong Zhou,53e9992ab7602d9702163ad0,Co-co-author,485.0,1
